Documento;Perplejidad;Burstiness;TTR;MTTR;Hapax_Ratio;Yule_K;MLS;CV_MLS;Flesch_Kincaid;FK_Varianza;Coherencia_Sem;Coherencia_Var;Ratio_Func_Cont;Clasificacion;Probabilidad_Humano
74e97db3-ad76-4227-9c27-df9d22a394d1;124.81;0.431;0.652;0.832;54.0%;106.60;18.5;0.431;18.2;764.148;0.312;0.032;0.370;HUMANO;95.0%
74ef6a68-f0d3-42a5-b995-f7dee2a69f63;130.39;0.300;0.702;0.847;58.6%;93.20;21.9;0.300;7.2;809.004;0.355;0.010;0.361;HUMANO;65.0%
74f21fab-0059-4eb8-a43e-092aad284b18;106.51;0.552;0.673;0.785;60.8%;152.48;20.1;0.552;20.4;590.332;0.256;0.022;0.429;HUMANO;95.0%
74f55142-365b-469e-9912-0f604de01f55;119.68;0.376;0.682;0.807;57.5%;125.46;16.4;0.376;17.7;751.672;0.181;0.048;0.413;HUMANO;85.0%
75004fd5-f65a-4e41-ac31-871dba135ed6;104.97;0.438;0.658;0.807;54.5%;133.26;23.9;0.438;23.1;1002.096;0.299;0.035;0.444;HUMANO;95.0%
7504ef63-92cd-46fc-8e44-339c8c9277c6;76.12;0.457;0.640;0.825;49.3%;124.44;23.9;0.457;10.6;157.251;0.403;0.024;0.384;HUMANO;95.0%
7508a405-9f73-4aab-b36d-e4a430788453;81.37;0.365;0.621;0.780;47.9%;158.26;21.6;0.365;21.2;371.795;0.375;0.010;0.450;HUMANO;85.0%
75156403-04c1-4d78-935a-16b4314bd727;102.65;0.294;0.614;0.745;48.7%;176.98;25.7;0.294;17.1;305.553;0.438;0.038;0.404;HUMANO;65.0%
7519b01c-a1e7-4537-bd40-b528cb0a34c6;85.07;0.198;0.691;0.820;60.1%;102.26;26.1;0.198;33.6;320.757;0.201;0.012;0.455;IA;60.0%
7520fb9c-531f-43f5-8562-4d7f66ef9d03;112.39;0.424;0.646;0.780;52.1%;163.85;20.2;0.424;11.9;386.740;0.306;0.024;0.391;HUMANO;95.0%
7522ebdd-0e12-4380-8a9c-212e639ba35a;88.02;0.403;0.602;0.765;50.2%;160.04;21.6;0.403;19.8;447.340;0.348;0.021;0.433;HUMANO;95.0%
752421cc-7065-42b1-8ba3-732eac67807d;150.09;0.247;0.641;0.835;50.6%;100.06;19.9;0.247;12.1;388.720;0.346;0.017;0.397;IA;45.0%
7529ca9a-e067-45c7-9db2-540da69f239f;82.15;0.405;0.587;0.785;49.1%;174.67;19.5;0.405;25.3;323.025;0.271;0.020;0.461;HUMANO;85.0%
752a29f1-5e7f-4891-b801-a7401c094c6d;90.87;0.423;0.620;0.792;50.2%;131.95;17.1;0.423;25.6;331.953;0.383;0.029;0.427;HUMANO;95.0%
752cd4cd-a4e3-4ee6-80b7-3abf2f1b5d1d;118.28;0.410;0.621;0.807;50.0%;131.11;15.9;0.410;17.7;409.544;0.295;0.016;0.429;HUMANO;95.0%
753511a0-3833-4083-a2c1-82c2d99e0ac0;114.00;0.381;0.747;0.840;63.0%;70.37;14.6;0.381;2.0;1852.617;0.272;0.066;0.397;HUMANO;85.0%
753f392b-25cd-4c79-a40f-d0dfa40e98b3;104.85;0.547;0.660;0.830;55.0%;150.00;18.4;0.547;24.0;305.474;0.342;0.005;0.410;HUMANO;95.0%
7543b5c7-7a2c-4257-8d57-95848e3943c4;158.58;0.446;0.621;0.800;51.4%;130.78;16.8;0.446;13.9;730.501;0.274;0.026;0.447;HUMANO;80.0%
7549271b-a5b7-4629-9b35-2319874d5caf;206.10;0.381;0.659;0.810;53.2%;135.16;17.2;0.381;17.9;374.232;0.252;0.016;0.395;HUMANO;60.0%
754c434f-c100-4a7b-b70c-110bd18b1918;118.63;0.283;0.604;0.770;49.8%;155.43;16.2;0.283;32.4;532.576;0.286;0.026;0.464;HUMANO;65.0%
7553a292-0701-421a-bc12-cc57a3b4d9cd;122.55;0.389;0.617;0.767;48.2%;183.09;18.5;0.389;23.7;972.558;0.290;0.034;0.399;HUMANO;85.0%
75579e60-9688-4960-92a9-563109b5786e;89.19;0.396;0.663;0.847;53.7%;117.55;22.0;0.396;16.7;304.425;0.246;0.039;0.423;HUMANO;85.0%
755e4306-4ac6-41e0-af15-44a9d2ef6889;139.99;0.365;0.648;0.830;55.5%;133.52;15.5;0.365;29.8;726.971;0.281;0.023;0.423;HUMANO;85.0%
756648cb-cbae-4fce-9965-746eb3f61a3f;126.51;0.384;0.663;0.810;56.6%;146.58;19.2;0.384;23.3;573.493;0.351;0.025;0.405;HUMANO;85.0%
75789232-0fb6-4337-bde3-9fd28223f1b1;107.21;0.325;0.701;0.847;59.2%;99.83;20.4;0.325;8.6;195.934;0.274;0.015;0.391;HUMANO;75.0%
757b7d43-f1bb-4c4b-a4ad-c65c04c2fedb;70.51;0.465;0.600;0.790;47.6%;140.64;25.3;0.465;9.0;3143.066;0.304;0.023;0.467;HUMANO;95.0%
757f3b05-71fc-44e1-b974-32b056b5d941;102.97;0.448;0.629;0.780;52.9%;196.97;17.2;0.448;25.5;460.864;0.245;0.013;0.443;HUMANO;95.0%
75827afb-775b-4008-a588-120c4a4c5f82;108.86;0.600;0.726;0.830;62.4%;134.41;14.8;0.600;12.6;122.002;0.244;0.044;0.385;HUMANO;95.0%
75833afc-64d4-40b8-8863-8fc4f629bf97;95.02;0.177;0.640;0.820;51.9%;113.10;23.9;0.177;19.6;130.934;0.411;0.011;0.466;IA;60.0%
75847a2d-1d0d-458d-9098-1014f0ef26a2;73.11;0.356;0.636;0.800;50.8%;146.99;21.3;0.356;4.5;522.258;0.353;0.021;0.406;HUMANO;85.0%
75895740-4439-4cee-aec4-4408bd02b776;88.73;0.291;0.669;0.807;54.9%;129.31;22.6;0.291;20.7;462.266;0.411;0.022;0.423;HUMANO;65.0%
7597e186-1e77-49e5-9f5a-4b0f062e5ef1;91.08;0.586;0.610;0.840;48.2%;131.03;19.0;0.586;29.0;280.563;0.348;0.010;0.390;HUMANO;95.0%
7598ceb8-0a24-42f6-9b61-471f4831b3e2;168.46;0.420;0.677;0.833;53.8%;105.21;15.8;0.420;27.8;1263.221;0.370;0.033;0.360;HUMANO;80.0%
75a17e76-267d-4660-a27c-04b26f0c8fa5;64.04;0.248;0.599;0.747;51.4%;222.16;22.6;0.248;18.4;150.232;0.270;0.012;0.469;IA;50.0%
75a21903-2b0c-44f4-ba38-bb33f27b7aab;94.72;0.402;0.656;0.840;55.2%;161.84;16.7;0.402;22.0;1290.971;0.348;0.065;0.388;HUMANO;95.0%
75a48e4b-5550-40bd-bd07-977fba8280fa;100.22;0.294;0.603;0.807;46.9%;150.39;28.1;0.294;10.1;471.575;0.366;0.005;0.459;HUMANO;65.0%
75a59e41-3193-4246-bb71-36f6671beed0;127.97;0.307;0.690;0.815;59.7%;110.03;20.7;0.307;2.9;415.382;0.319;0.029;0.372;HUMANO;75.0%
75a70f02-c4ff-4fda-98ef-9c7d4e12e722;164.64;0.194;0.686;0.833;58.8%;134.45;21.9;0.194;16.4;315.240;0.402;0.033;0.412;IA;45.0%
75aba079-a27b-49e6-ae7a-f5bf81710159;143.65;0.605;0.599;0.790;48.9%;165.57;17.4;0.605;20.0;675.636;0.267;0.023;0.443;HUMANO;85.0%
75adc2f9-3da5-4a90-b25f-fe4faa64e07f;82.60;0.390;0.523;0.772;38.7%;163.67;25.6;0.390;15.0;185.346;0.446;0.022;0.430;IA;75.0%
75aeed44-8b65-49d4-a4ba-21d7807a8766;112.06;0.246;0.663;0.820;54.9%;122.12;22.2;0.246;16.5;244.872;0.287;0.028;0.446;HUMANO;60.0%
75b4f102-1b99-485f-89cc-3822ba6f9d75;111.65;0.472;0.641;0.773;52.2%;150.64;17.4;0.472;22.9;791.920;0.420;0.047;0.424;HUMANO;95.0%
75b50c53-f7a1-4fc2-9c7f-0f13ec148b97;105.64;0.296;0.662;0.820;55.6%;122.36;23.6;0.296;6.2;97.336;0.365;0.011;0.419;HUMANO;65.0%
75b77994-8ab9-4877-90fc-a754f0250d3d;68.94;0.266;0.686;0.853;57.0%;135.21;24.7;0.266;11.3;209.555;0.306;0.023;0.436;HUMANO;65.0%
75bc149c-b28f-4b2b-bb55-8efd7494e647;153.48;0.357;0.698;0.850;57.7%;125.22;18.8;0.357;3.8;931.856;0.242;0.017;0.423;HUMANO;70.0%
75bd9d88-3f7f-4ba1-8d69-dbaa41c141a5;72.66;0.453;0.648;0.767;53.9%;188.06;18.4;0.453;24.0;397.041;0.208;0.042;0.394;HUMANO;95.0%
75c06966-84d3-4647-8874-8a09baef183f;130.68;0.298;0.667;0.790;56.4%;156.19;18.9;0.298;12.7;397.571;0.332;0.018;0.417;HUMANO;65.0%
75c18e8d-df1c-4ad6-a9d5-32c706117d8a;132.16;0.238;0.692;0.790;58.7%;131.06;18.0;0.238;8.8;503.417;0.244;0.019;0.427;HUMANO;60.0%
75c218d2-53ce-49be-981e-39ee00d00239;121.42;0.491;0.647;0.807;51.3%;146.42;15.8;0.491;35.4;710.658;0.308;0.013;0.390;HUMANO;95.0%
75c5c266-f683-464c-b362-fbba9262d338;141.11;0.544;0.713;0.847;58.1%;101.56;13.8;0.544;29.6;411.064;0.281;0.011;0.356;HUMANO;95.0%
75c5eb8e-83e8-4fe1-8925-d907c1b44a61;139.04;0.375;0.693;0.827;59.1%;116.22;13.5;0.375;15.2;414.622;0.213;0.010;0.392;HUMANO;85.0%
75cc00cc-c672-4fc4-a548-6e2abc56f54c;118.82;0.462;0.714;0.847;57.1%;67.62;14.2;0.462;10.5;253.193;0.362;0.037;0.352;HUMANO;95.0%
75cd86ae-16d7-4614-86bd-5233b5c475f5;131.37;0.381;0.701;0.790;59.0%;185.19;21.1;0.381;20.2;115.493;0.316;0.027;0.389;HUMANO;85.0%
75cdd68b-cd22-4476-a049-e66c1ebb76e2;66.57;0.358;0.662;0.850;52.5%;109.57;23.1;0.358;14.6;135.790;0.308;0.022;0.377;HUMANO;85.0%
75ce5082-250c-453c-ba7b-32b12b849760;73.03;0.356;0.598;0.740;49.8%;172.62;19.0;0.356;31.3;317.370;0.329;0.017;0.460;HUMANO;75.0%
75d037fd-82a9-4ce6-bf90-093a92db9ab1;78.37;0.375;0.586;0.767;46.0%;197.43;19.9;0.375;27.4;163.550;0.404;0.013;0.465;HUMANO;75.0%
75d24783-fbbf-422e-856a-a273a8e6da8e;129.32;0.287;0.655;0.815;56.9%;124.85;18.8;0.287;17.3;998.361;0.264;0.025;0.444;HUMANO;65.0%
75dbfa06-f92e-4dc2-9ee5-0da325976b7a;67.20;0.340;0.709;0.833;61.2%;105.79;24.1;0.340;14.1;283.187;0.380;0.023;0.376;HUMANO;75.0%
75e7f3d8-a1b0-4309-8244-aabafeb69b4f;73.73;0.398;0.676;0.780;57.1%;139.68;21.6;0.398;22.0;306.208;0.374;0.019;0.395;HUMANO;85.0%
75ec7a0f-f9e1-4dd8-b55c-bb00ff9c7b20;206.57;0.453;0.685;0.815;57.0%;126.00;18.2;0.453;15.4;826.845;0.259;0.041;0.395;HUMANO;70.0%
75f04f68-a43a-49d8-ab15-27c63e77cab6;69.90;0.403;0.682;0.820;58.7%;128.21;20.6;0.403;22.9;438.966;0.296;0.050;0.398;HUMANO;95.0%
75f08ec6-b30a-4ed4-9a72-f0ebcf3bcbf3;140.58;0.520;0.725;0.880;61.4%;72.35;14.9;0.520;15.9;956.710;0.309;0.012;0.372;HUMANO;95.0%
75f567c6-eda8-4976-8fce-51f34784e48e;86.40;0.382;0.625;0.787;49.4%;188.28;15.1;0.382;15.5;781.986;0.348;0.034;0.419;HUMANO;85.0%
75f5d77f-3b5e-4ae4-8b2e-5afd7a88402e;156.79;0.296;0.728;0.867;62.0%;80.93;19.1;0.296;4.2;497.483;0.281;0.038;0.359;IA;50.0%
75fe526f-5c38-467b-8f80-3af0c2e9495e;64.96;0.484;0.676;0.807;58.0%;165.93;19.9;0.484;22.3;293.670;0.324;0.032;0.398;HUMANO;95.0%
7607aa7c-ed1f-4620-aa98-0e646f94be1c;84.67;0.477;0.642;0.795;52.4%;127.71;18.0;0.477;18.2;781.651;0.331;0.013;0.420;HUMANO;95.0%
760c8ce6-f635-48d5-b1fb-37e5f04428de;97.77;0.282;0.673;0.787;56.6%;145.56;20.2;0.282;6.1;530.734;0.299;0.018;0.428;HUMANO;65.0%
760dc15a-e526-4f58-a1da-e654ab2b2142;204.28;0.356;0.629;0.808;52.7%;135.73;20.5;0.356;12.9;213.444;0.334;0.009;0.432;HUMANO;60.0%
760de102-b468-45b2-9546-30905b7a9869;98.20;0.339;0.604;0.795;48.0%;162.37;18.0;0.339;25.4;402.328;0.385;0.053;0.444;HUMANO;75.0%
760e2f3a-b9ae-44a0-80a1-48967747785c;109.58;0.324;0.618;0.812;49.5%;151.27;18.5;0.324;21.6;502.227;0.270;0.014;0.411;HUMANO;75.0%
761057b9-dc36-4251-b0e3-e3bb2e8b5aea;90.13;0.395;0.644;0.800;56.2%;165.78;18.0;0.395;23.7;307.859;0.345;0.011;0.451;HUMANO;85.0%
76110653-c554-4442-bcad-c5f9a646c7d6;105.61;0.406;0.665;0.840;54.9%;105.63;16.1;0.406;20.6;228.125;0.291;0.034;0.379;HUMANO;95.0%
7612a22d-c666-466e-ae84-33a8267e39f1;105.61;0.272;0.671;0.813;55.3%;108.65;21.4;0.272;5.9;139.929;0.400;0.001;0.435;HUMANO;65.0%
76167c23-8ec2-4bb6-8443-d69756ebd265;59.55;0.468;0.565;0.780;44.1%;165.37;19.7;0.468;21.9;507.246;0.282;0.027;0.441;HUMANO;85.0%
7618c9a7-0d8d-4625-abf7-43cff4f3c0c5;111.17;0.445;0.708;0.847;59.6%;91.53;17.8;0.445;8.4;429.579;0.321;0.024;0.371;HUMANO;95.0%
762b71a9-e70e-4d91-9a79-9638cb528652;61.99;0.480;0.653;0.847;51.6%;120.22;16.1;0.480;9.3;2030.862;0.325;0.027;0.437;HUMANO;95.0%
762e197e-5465-42e5-aa56-b3b5e679a44c;73.82;0.438;0.604;0.795;50.0%;163.54;20.8;0.438;16.5;752.173;0.340;0.045;0.446;HUMANO;95.0%
763690eb-c834-480b-9c91-6459d6d2842f;139.01;0.401;0.608;0.785;48.8%;158.88;13.3;0.401;27.2;1064.413;0.317;0.028;0.440;HUMANO;95.0%
7636d33e-153c-42b5-a0d9-d49e3c190f55;94.67;0.341;0.644;0.780;53.8%;161.72;23.4;0.341;22.5;208.618;0.348;0.033;0.469;HUMANO;75.0%
764c907c-b739-48bf-8eb1-80deb0443221;84.16;0.443;0.540;0.768;39.6%;177.01;18.0;0.443;21.9;646.816;0.390;0.057;0.457;IA;85.0%
764cdb3b-2c2a-43cd-ac7d-8c3b053125cb;76.77;0.411;0.660;0.807;54.6%;144.54;17.9;0.411;29.8;304.725;0.281;0.044;0.402;HUMANO;95.0%
7651bc7a-17d4-4dc0-be3d-92b08906420f;150.93;0.276;0.695;0.813;58.6%;132.12;19.7;0.276;8.3;348.680;0.304;0.007;0.356;HUMANO;50.0%
76523381-cfc5-48ba-9d8c-ba98420e5bae;156.01;0.330;0.710;0.840;60.4%;106.44;17.1;0.330;15.4;435.431;0.311;0.009;0.373;HUMANO;60.0%
765653e8-11c7-43e2-815d-111e9a1f5f4d;165.37;0.227;0.670;0.827;54.5%;129.38;21.4;0.227;2.3;864.015;0.412;0.059;0.393;HUMANO;45.0%
765f2e4a-8034-4122-ac46-b5c7ae695ae0;93.10;0.242;0.527;0.800;37.1%;175.19;20.5;0.242;15.4;461.069;0.403;0.027;0.443;IA;50.0%
7661cc57-91b9-42f1-b221-88e904e1741f;124.20;0.283;0.688;0.840;58.6%;134.70;20.9;0.283;23.2;591.604;0.256;0.031;0.376;HUMANO;65.0%
7666068c-caf9-4cf6-9dea-19cbd52b4910;73.79;0.432;0.685;0.820;56.8%;126.51;23.4;0.432;9.2;492.710;0.431;0.048;0.426;HUMANO;95.0%
76663454-450a-4b6a-bf28-80c365e67783;114.95;0.226;0.713;0.853;60.5%;103.27;21.0;0.226;4.1;165.982;0.325;0.014;0.389;IA;60.0%
76675e4d-14da-4423-90d0-6df45664cb5e;93.14;0.395;0.676;0.847;56.4%;126.71;20.2;0.395;15.7;252.079;0.390;0.019;0.374;HUMANO;85.0%
766f5720-1f94-4add-bb27-447edede670b;88.67;0.285;0.611;0.795;48.9%;176.49;28.4;0.285;14.4;137.693;0.250;0.014;0.434;HUMANO;65.0%
766fbbc0-af2b-4e4e-a3d4-91012e574282;97.08;0.520;0.620;0.780;51.1%;189.63;15.4;0.520;32.0;354.143;0.396;0.026;0.418;HUMANO;95.0%
7672ac10-6c49-427a-b939-263cf63fd766;74.52;0.262;0.630;0.775;51.1%;177.64;20.6;0.262;26.6;544.061;0.320;0.021;0.438;HUMANO;65.0%
7672c731-00c7-411d-bfc0-ea1c817682d3;164.06;0.652;0.696;0.860;58.5%;121.75;15.6;0.652;26.7;851.050;0.277;0.024;0.398;HUMANO;80.0%
768a78b3-181f-44ff-8ac4-7b5d47e6fc8a;75.34;0.429;0.680;0.815;58.1%;116.87;15.9;0.429;24.6;218.796;0.255;0.033;0.387;HUMANO;95.0%
7690bd9b-e379-485c-aa8e-f4484d77d433;125.46;0.243;0.708;0.860;59.6%;99.86;17.4;0.243;6.9;405.875;0.300;0.014;0.421;HUMANO;60.0%
76914a42-de33-44c3-876e-2748185a71b0;149.00;0.521;0.628;0.805;50.7%;119.85;18.4;0.521;26.2;295.274;0.323;0.028;0.456;HUMANO;95.0%
76954814-e341-48fd-922e-370499a92472;94.65;0.416;0.661;0.805;55.5%;123.17;14.4;0.416;28.0;909.429;0.360;0.017;0.369;HUMANO;95.0%
769a82e8-c4a3-408d-82de-1d1b7bb57c02;86.36;0.311;0.606;0.780;48.4%;142.09;17.5;0.311;18.9;571.984;0.347;0.044;0.462;HUMANO;75.0%
76a1a248-ea0d-47c1-a10a-9509d5cf5e80;98.33;0.450;0.577;0.755;44.5%;178.10;18.7;0.450;31.1;343.782;0.282;0.015;0.459;HUMANO;85.0%
76a27527-cac7-4560-8746-a3a9015d43e5;60.18;0.307;0.633;0.780;48.7%;138.23;21.1;0.307;13.0;602.956;0.420;0.034;0.376;HUMANO;75.0%
76b0d5b9-c02c-469c-b38f-e52cd92449fa;103.93;0.623;0.739;0.853;64.3%;113.59;12.2;0.623;37.5;987.206;0.239;0.025;0.369;HUMANO;95.0%
76ba752c-5628-4f62-a473-78a1410f342c;206.39;0.285;0.733;0.867;63.9%;95.68;18.3;0.285;5.7;378.660;0.350;0.034;0.383;IA;40.0%
76bcec98-dd1c-4e15-a46d-27f7a642add3;75.22;0.325;0.668;0.830;57.7%;131.40;22.2;0.325;13.7;547.021;0.363;0.023;0.377;HUMANO;75.0%
76c0245e-ac72-4bda-8bb9-42aa7e3c2ed1;119.20;0.289;0.702;0.873;59.7%;109.28;20.1;0.289;12.3;358.745;0.220;0.011;0.425;HUMANO;65.0%
76c0de4b-28c1-4de5-92ca-58d7cb38e74d;146.28;0.242;0.711;0.860;61.9%;107.34;15.0;0.242;16.1;396.176;0.215;0.035;0.387;IA;60.0%
76d4bca8-1a42-4e1c-9f15-8deae368e5f3;152.77;0.365;0.713;0.827;60.0%;111.11;25.0;0.365;5.5;143.677;0.341;0.018;0.413;HUMANO;70.0%
76df1a50-2f84-4e18-b765-6b60aca239dd;101.88;0.259;0.671;0.840;55.4%;101.56;15.7;0.259;25.9;374.688;0.345;0.021;0.380;HUMANO;65.0%
76e158f3-c9ac-4e73-ac9f-8c1674b5816c;123.07;0.354;0.677;0.815;59.8%;110.60;16.6;0.354;23.4;479.992;0.292;0.030;0.397;HUMANO;85.0%
76e64813-b568-414e-a3d0-25eebd01ee07;170.69;0.331;0.658;0.835;55.1%;119.44;18.4;0.331;16.5;323.129;0.351;0.023;0.397;HUMANO;60.0%
76e6803c-d1b3-4178-97ae-7b72fa840b4a;103.67;0.420;0.657;0.825;53.8%;126.98;21.2;0.420;13.8;448.075;0.181;0.026;0.433;HUMANO;95.0%
76e77d8f-4195-4420-b91b-52eb2f6d81f3;152.29;0.357;0.668;0.852;56.3%;86.31;22.1;0.357;0.8;736.587;0.288;0.023;0.364;HUMANO;70.0%
76ebb5aa-e0b8-47e2-addc-0f825c1571b6;127.61;0.346;0.653;0.830;52.1%;111.76;18.4;0.346;14.6;287.318;0.329;0.016;0.402;HUMANO;75.0%
76ef4e7a-da9c-4092-8411-b84ac89d89d7;85.12;0.359;0.628;0.760;51.0%;158.79;20.1;0.359;21.0;356.534;0.395;0.027;0.423;HUMANO;85.0%
76f104a6-06c6-4ecd-b974-4e1a69a6b264;77.21;0.446;0.665;0.773;52.4%;126.64;16.1;0.446;31.7;306.459;0.287;0.033;0.387;HUMANO;95.0%
76f64d0d-6a5d-4044-8165-98f367e660d8;91.06;0.280;0.650;0.807;53.9%;138.27;16.6;0.280;17.5;457.660;0.337;0.050;0.411;HUMANO;65.0%
76f69fc8-de69-4e68-8b9d-4a79047027ef;131.74;0.283;0.691;0.855;60.9%;95.27;21.5;0.283;11.2;354.463;0.327;0.041;0.413;HUMANO;65.0%
76ff7d9a-e911-4641-a6bf-bd092f8eef1e;118.13;0.341;0.705;0.853;60.8%;100.72;20.1;0.341;25.8;317.041;0.297;0.020;0.420;HUMANO;75.0%
77148260-a12a-4966-99c5-1396a76e5fb5;149.54;0.315;0.638;0.830;52.7%;134.46;20.3;0.315;19.4;420.453;0.394;0.019;0.416;HUMANO;75.0%
7717c019-40d2-4c5d-8a87-6dfde474f79f;95.76;0.371;0.623;0.775;52.1%;180.85;16.9;0.371;31.7;442.698;0.245;0.031;0.437;HUMANO;85.0%
7720b77a-12a6-49e5-a5a2-5eee45ec9613;95.05;0.393;0.764;0.830;67.6%;89.48;16.8;0.393;13.9;269.984;0.230;0.018;0.378;HUMANO;85.0%
7729a305-fbb8-4a25-8ae1-0a713168fc35;127.28;0.498;0.610;0.828;48.5%;122.73;17.1;0.498;19.4;419.561;0.342;0.034;0.397;HUMANO;95.0%
772d73e9-2af2-4f57-9a3b-d642f15b8018;105.83;0.393;0.654;0.793;54.8%;169.76;23.9;0.393;35.5;321.327;0.279;0.019;0.410;HUMANO;85.0%
7733bab5-7082-46ae-837c-b89362b60fc3;57.01;0.376;0.623;0.753;46.7%;173.55;19.3;0.376;24.5;495.507;0.385;0.026;0.443;HUMANO;85.0%
773b3000-64e3-493c-9ee4-1e307362ca54;131.48;0.431;0.636;0.795;53.2%;154.13;17.2;0.431;21.4;763.427;0.264;0.008;0.432;HUMANO;95.0%
773eeaf6-4bf7-414a-9455-234c2ae58169;118.47;0.326;0.705;0.790;57.6%;119.04;15.6;0.326;12.8;703.873;0.310;0.032;0.432;HUMANO;75.0%
7740f9db-e2f6-4b3e-8cc0-c0aed26f7052;149.65;0.388;0.669;0.800;57.9%;157.91;12.2;0.388;28.8;202.359;0.248;0.041;0.469;HUMANO;85.0%
774f7ae0-bbce-40cd-9152-bc108d05c0a0;58.88;0.461;0.660;0.790;54.9%;120.65;19.0;0.461;8.8;645.527;0.297;0.047;0.427;HUMANO;95.0%
775ba218-d6a7-4246-b69d-e7f57c0c3143;105.59;0.430;0.663;0.820;55.6%;141.27;17.1;0.430;19.8;511.754;0.286;0.015;0.406;HUMANO;95.0%
775e7dfc-3fdc-41ae-81fd-a06669641cdf;71.12;0.402;0.646;0.845;53.3%;110.71;20.8;0.402;4.0;751.687;0.303;0.021;0.394;HUMANO;95.0%
776ba21b-0e76-4263-83b7-9a4e7adacf99;112.17;0.392;0.688;0.760;60.1%;164.88;27.6;0.392;13.7;202.646;0.294;0.006;0.413;HUMANO;85.0%
7772c02c-3ceb-45f8-8ec9-9c56934701e0;174.02;0.499;0.678;0.827;55.9%;128.32;12.9;0.499;20.7;2413.800;0.279;0.013;0.395;HUMANO;80.0%
7774b6a5-6a83-4402-b865-b2d74cdede3c;186.33;0.364;0.683;0.827;59.6%;125.00;16.7;0.364;23.9;385.753;0.236;0.034;0.422;HUMANO;70.0%
77755b81-9446-439f-8152-04d510889900;133.67;0.415;0.695;0.847;58.3%;95.51;19.1;0.415;9.4;314.386;0.319;0.020;0.406;HUMANO;95.0%
777c95f0-654c-4f6b-b254-cca55f308a50;169.24;0.312;0.685;0.807;57.3%;114.25;22.5;0.312;-5.5;298.392;0.375;0.009;0.365;HUMANO;60.0%
777f4de5-3fb0-464f-8321-ad3ccdadb5ab;144.79;0.373;0.681;0.833;54.0%;90.33;13.9;0.373;26.1;439.635;0.355;0.019;0.399;HUMANO;85.0%
7783aafe-9427-47fd-a4f6-dcb60e2fa004;93.75;0.309;0.637;0.810;52.6%;129.30;17.1;0.309;20.3;420.355;0.284;0.018;0.423;HUMANO;75.0%
7785955d-8801-4fcc-a329-064b9c8aead2;84.30;0.363;0.634;0.800;54.9%;159.44;19.1;0.363;26.4;342.263;0.192;0.027;0.429;HUMANO;85.0%
7789d379-fd37-40be-9d9c-6fe0ae29b1ea;204.64;0.391;0.663;0.787;56.1%;138.48;15.5;0.391;15.5;430.841;0.324;0.018;0.388;HUMANO;60.0%
7789e91a-9c22-4c11-8082-867cb45f1368;150.36;0.276;0.768;0.870;67.6%;88.28;24.0;0.276;0.9;118.408;0.336;0.043;0.408;IA;50.0%
778c6e2f-81c6-4393-9d76-12ccd1f0f26e;96.63;0.573;0.643;0.773;52.2%;178.12;18.9;0.573;24.7;1449.485;0.293;0.015;0.412;HUMANO;95.0%
778ca417-9311-47b5-ae85-5c2e9dbd934d;92.26;0.474;0.616;0.780;48.8%;138.59;16.4;0.474;32.3;957.790;0.348;0.040;0.448;HUMANO;95.0%
778d7256-8304-4008-b2b6-ff45bbc13392;120.35;0.432;0.689;0.830;60.8%;122.37;16.7;0.432;25.0;723.792;0.259;0.032;0.396;HUMANO;95.0%
778dcf5c-5af4-4912-9e21-128179387de0;132.57;0.288;0.709;0.833;62.4%;127.82;21.2;0.288;8.5;383.459;0.337;0.016;0.388;HUMANO;65.0%
779f7137-75d6-4be2-89e3-bcd58eaad126;173.23;0.442;0.645;0.800;52.5%;147.81;16.9;0.442;17.0;489.293;0.360;0.017;0.387;HUMANO;80.0%
77a04239-e838-4b3b-9985-498fd610b42c;88.01;0.318;0.621;0.800;51.1%;142.62;24.4;0.318;9.4;122.811;0.329;0.015;0.447;HUMANO;75.0%
77a0810a-81bf-4f23-ad89-2762b9ee1bbd;70.15;0.343;0.615;0.820;49.4%;157.79;21.5;0.343;12.6;1364.806;0.255;0.038;0.450;HUMANO;75.0%
77a2888f-cc04-4ddf-ae13-7cc53d45fbe5;134.64;0.308;0.652;0.800;53.9%;126.39;17.2;0.308;9.1;267.812;0.214;0.016;0.426;HUMANO;75.0%
77a7050b-a240-4ce8-84b2-8f11fee222ce;153.52;0.454;0.619;0.805;49.5%;136.35;17.1;0.454;14.6;543.733;0.253;0.013;0.413;HUMANO;80.0%
77af9836-72ed-4f34-a3ae-a809aa4a04af;81.09;0.235;0.625;0.760;53.6%;208.33;24.2;0.235;20.0;187.496;0.356;0.027;0.443;HUMANO;60.0%
77b46bcc-7014-4813-baac-93c128e9d7cd;91.84;0.439;0.619;0.767;49.2%;162.37;14.8;0.439;29.3;707.398;0.266;0.028;0.444;HUMANO;95.0%
77b47c47-44ba-4c6c-83bf-ea337cbed878;129.40;0.281;0.595;0.764;49.3%;131.94;18.8;0.281;18.0;542.427;0.328;0.019;0.466;IA;55.0%
77b55284-1a40-4feb-9003-24d985489039;62.02;0.301;0.641;0.790;52.4%;123.01;21.1;0.301;22.2;273.714;0.369;0.033;0.466;HUMANO;75.0%
77b5c08b-bbe7-4ec3-8150-2610597c12eb;198.99;0.496;0.711;0.807;62.0%;114.39;14.5;0.496;18.8;694.557;0.337;0.019;0.412;HUMANO;80.0%
